procedure	provider	city	region	district	price_inr	rating	phone
Urine Routine Test	Prime Health Hospital	Hyderabad	Sangareddy District	Ramachandrapuram	216	3.0	+91-9445457309
Vitamin D Test	Prime Health Hospital	Hyderabad	Sangareddy District	Ramachandrapuram	1027	3.0	+91-9445457309
2D Echo	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	2012	3.8	+91-9626215988
Blood Sugar Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	181	3.8	+91-9626215988
CBC Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	403	3.8	+91-9626215988
COVID-19 RT-PCR	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	925	3.8	+91-9626215988
CT Scan Brain	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	3726	3.8	+91-9626215988
CT Scan Chest	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	4007	3.8	+91-9626215988
Chest X-Ray	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	489	3.8	+91-9626215988
Dengue Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	628	3.8	+91-9626215988
ECG	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	385	3.8	+91-9626215988
HbA1c Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	474	3.8	+91-9626215988
Kidney Function Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	617	3.8	+91-9626215988
Lipid Profile	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	627	3.8	+91-9626215988
Liver Function Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	723	3.8	+91-9626215988
MRI Brain	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	5947	3.8	+91-9626215988
MRI Spine	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	6486	3.8	+91-9626215988
Mammography	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	1916	3.8	+91-9626215988
Thyroid Profile	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	538	3.8	+91-9626215988
Ultrasound Abdomen	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	1556	3.8	+91-9626215988
Urine Routine Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	216	3.8	+91-9626215988
Vitamin D Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Ramachandrapuram	1001	3.8	+91-9626215988
2D Echo	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	2189	3.5	+91-7196043045
Blood Sugar Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	203	3.5	+91-7196043045
CBC Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	392	3.5	+91-7196043045
COVID-19 RT-PCR	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	700	3.5	+91-7196043045
CT Scan Brain	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	4076	3.5	+91-7196043045
CT Scan Chest	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	4696	3.5	+91-7196043045
Chest X-Ray	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	447	3.5	+91-7196043045
Dengue Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	613	3.5	+91-7196043045
ECG	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	429	3.5	+91-7196043045
HbA1c Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	421	3.5	+91-7196043045
Kidney Function Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	760	3.5	+91-7196043045
Lipid Profile	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	631	3.5	+91-7196043045
Liver Function Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	652	3.5	+91-7196043045
MRI Brain	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	5539	3.5	+91-7196043045
MRI Spine	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	5837	3.5	+91-7196043045
Mammography	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	2103	3.5	+91-7196043045
Thyroid Profile	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	515	3.5	+91-7196043045
Ultrasound Abdomen	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	1814	3.5	+91-7196043045
Urine Routine Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	209	3.5	+91-7196043045
Vitamin D Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Ramachandrapuram	1115	3.5	+91-7196043045
2D Echo	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	2352	4.7	+91-9317481697
Blood Sugar Test	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	179	4.7	+91-9317481697
CBC Test	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	392	4.7	+91-9317481697
COVID-19 RT-PCR	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	766	4.7	+91-9317481697
CT Scan Brain	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	3792	4.7	+91-9317481697
CT Scan Chest	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	4530	4.7	+91-9317481697
Chest X-Ray	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	496	4.7	+91-9317481697
Dengue Test	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	732	4.7	+91-9317481697
ECG	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	421	4.7	+91-9317481697
HbA1c Test	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	402	4.7	+91-9317481697
Kidney Function Test	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	692	4.7	+91-9317481697
Lipid Profile	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	638	4.7	+91-9317481697
Liver Function Test	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	797	4.7	+91-9317481697
MRI Brain	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	4886	4.7	+91-9317481697
MRI Spine	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	6094	4.7	+91-9317481697
Mammography	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	2124	4.7	+91-9317481697
Thyroid Profile	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	660	4.7	+91-9317481697
Ultrasound Abdomen	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	1546	4.7	+91-9317481697
Urine Routine Test	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	228	4.7	+91-9317481697
Vitamin D Test	Apollo Care Center	Hyderabad	Sangareddy District	Sadasivpet	1079	4.7	+91-9317481697
2D Echo	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	2490	3.5	+91-9826215786
Blood Sugar Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	196	3.5	+91-9826215786
CBC Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	409	3.5	+91-9826215786
COVID-19 RT-PCR	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	811	3.5	+91-9826215786
CT Scan Brain	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	3865	3.5	+91-9826215786
CT Scan Chest	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	4667	3.5	+91-9826215786
Chest X-Ray	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	582	3.5	+91-9826215786
Dengue Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	613	3.5	+91-9826215786
ECG	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	392	3.5	+91-9826215786
HbA1c Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	506	3.5	+91-9826215786
Kidney Function Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	655	3.5	+91-9826215786
Lipid Profile	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	637	3.5	+91-9826215786
Liver Function Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	791	3.5	+91-9826215786
MRI Brain	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	5873	3.5	+91-9826215786
MRI Spine	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	5940	3.5	+91-9826215786
Mammography	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	2113	3.5	+91-9826215786
Thyroid Profile	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	563	3.5	+91-9826215786
Ultrasound Abdomen	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	1923	3.5	+91-9826215786
Urine Routine Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	231	3.5	+91-9826215786
Vitamin D Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	1010	3.5	+91-9826215786
2D Echo	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	2299	4.8	+91-8117715229
Blood Sugar Test	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	220	4.8	+91-8117715229
CBC Test	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	391	4.8	+91-8117715229
COVID-19 RT-PCR	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	706	4.8	+91-8117715229
CT Scan Brain	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	4162	4.8	+91-8117715229
CT Scan Chest	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	5036	4.8	+91-8117715229
Chest X-Ray	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	478	4.8	+91-8117715229
Dengue Test	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	592	4.8	+91-8117715229
ECG	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	495	4.8	+91-8117715229
HbA1c Test	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	486	4.8	+91-8117715229
Kidney Function Test	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	639	4.8	+91-8117715229
Lipid Profile	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	720	4.8	+91-8117715229
Liver Function Test	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	779	4.8	+91-8117715229
MRI Brain	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	4997	4.8	+91-8117715229
MRI Spine	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	6498	4.8	+91-8117715229
Mammography	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	1718	4.8	+91-8117715229
Thyroid Profile	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	623	4.8	+91-8117715229
Ultrasound Abdomen	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	1704	4.8	+91-8117715229
Urine Routine Test	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	208	4.8	+91-8117715229
Vitamin D Test	CityCare Hospital	Hyderabad	Sangareddy District	Sadasivpet	930	4.8	+91-8117715229
2D Echo	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	2434	3.4	+91-7678334641
Blood Sugar Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	179	3.4	+91-7678334641
CBC Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	376	3.4	+91-7678334641
COVID-19 RT-PCR	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	864	3.4	+91-7678334641
CT Scan Brain	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	4051	3.4	+91-7678334641
CT Scan Chest	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	5050	3.4	+91-7678334641
Chest X-Ray	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	570	3.4	+91-7678334641
Dengue Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	721	3.4	+91-7678334641
ECG	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	454	3.4	+91-7678334641
HbA1c Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	483	3.4	+91-7678334641
Kidney Function Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	707	3.4	+91-7678334641
Lipid Profile	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	608	3.4	+91-7678334641
Liver Function Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	705	3.4	+91-7678334641
MRI Brain	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	6160	3.4	+91-7678334641
MRI Spine	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	5966	3.4	+91-7678334641
Mammography	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	1821	3.4	+91-7678334641
Thyroid Profile	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	556	3.4	+91-7678334641
Ultrasound Abdomen	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	1846	3.4	+91-7678334641
Urine Routine Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	194	3.4	+91-7678334641
Vitamin D Test	HealthPlus Labs	Hyderabad	Sangareddy District	Sadasivpet	880	3.4	+91-7678334641
2D Echo	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	2464	4.1	+91-9215792719
Blood Sugar Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	206	4.1	+91-9215792719
CBC Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	319	4.1	+91-9215792719
COVID-19 RT-PCR	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	714	4.1	+91-9215792719
CT Scan Brain	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	3764	4.1	+91-9215792719
CT Scan Chest	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	5232	4.1	+91-9215792719
Chest X-Ray	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	575	4.1	+91-9215792719
Dengue Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	663	4.1	+91-9215792719
ECG	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	408	4.1	+91-9215792719
HbA1c Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	495	4.1	+91-9215792719
Kidney Function Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	715	4.1	+91-9215792719
Lipid Profile	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	574	4.1	+91-9215792719
Liver Function Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	650	4.1	+91-9215792719
MRI Brain	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	6048	4.1	+91-9215792719
MRI Spine	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	7026	4.1	+91-9215792719
Mammography	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	2098	4.1	+91-9215792719
Thyroid Profile	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	547	4.1	+91-9215792719
Ultrasound Abdomen	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	1498	4.1	+91-9215792719
Urine Routine Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	182	4.1	+91-9215792719
Vitamin D Test	MediCare Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	1005	4.1	+91-9215792719
2D Echo	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	2273	4.8	+91-8184492015
Blood Sugar Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	194	4.8	+91-8184492015
CBC Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	316	4.8	+91-8184492015
COVID-19 RT-PCR	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	885	4.8	+91-8184492015
CT Scan Brain	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	3812	4.8	+91-8184492015
CT Scan Chest	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	4040	4.8	+91-8184492015
Chest X-Ray	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	478	4.8	+91-8184492015
Dengue Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	702	4.8	+91-8184492015
ECG	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	390	4.8	+91-8184492015
HbA1c Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	510	4.8	+91-8184492015
Kidney Function Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	678	4.8	+91-8184492015
Lipid Profile	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	624	4.8	+91-8184492015
Liver Function Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	646	4.8	+91-8184492015
MRI Brain	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	5179	4.8	+91-8184492015
MRI Spine	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	6879	4.8	+91-8184492015
Mammography	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	1708	4.8	+91-8184492015
Thyroid Profile	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	638	4.8	+91-8184492015
Ultrasound Abdomen	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	1914	4.8	+91-8184492015
Urine Routine Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	220	4.8	+91-8184492015
Vitamin D Test	Prime Health Hospital	Hyderabad	Sangareddy District	Sadasivpet	1098	4.8	+91-8184492015
2D Echo	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	2604	3.7	+91-7704152246
Blood Sugar Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	210	3.7	+91-7704152246
CBC Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	389	3.7	+91-7704152246
COVID-19 RT-PCR	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	807	3.7	+91-7704152246
CT Scan Brain	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	3912	3.7	+91-7704152246
CT Scan Chest	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	4770	3.7	+91-7704152246
Chest X-Ray	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	511	3.7	+91-7704152246
Dengue Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	679	3.7	+91-7704152246
ECG	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	399	3.7	+91-7704152246
HbA1c Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	455	3.7	+91-7704152246
Kidney Function Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	656	3.7	+91-7704152246
Lipid Profile	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	694	3.7	+91-7704152246
Liver Function Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	720	3.7	+91-7704152246
MRI Brain	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	5772	3.7	+91-7704152246
MRI Spine	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	7184	3.7	+91-7704152246
Mammography	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	1676	3.7	+91-7704152246
Thyroid Profile	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	650	3.7	+91-7704152246
Ultrasound Abdomen	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	1531	3.7	+91-7704152246
Urine Routine Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	192	3.7	+91-7704152246
Vitamin D Test	Sunrise Medical Center	Hyderabad	Sangareddy District	Sadasivpet	900	3.7	+91-7704152246
2D Echo	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	2118	3.7	+91-8665765472
Blood Sugar Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	191	3.7	+91-8665765472
CBC Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	339	3.7	+91-8665765472
COVID-19 RT-PCR	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	768	3.7	+91-8665765472
CT Scan Brain	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	3471	3.7	+91-8665765472
CT Scan Chest	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	4202	3.7	+91-8665765472
Chest X-Ray	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	450	3.7	+91-8665765472
Dengue Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	744	3.7	+91-8665765472
ECG	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	474	3.7	+91-8665765472
HbA1c Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	424	3.7	+91-8665765472
Kidney Function Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	747	3.7	+91-8665765472
Lipid Profile	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	663	3.7	+91-8665765472
Liver Function Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	770	3.7	+91-8665765472
MRI Brain	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	5930	3.7	+91-8665765472
MRI Spine	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	6844	3.7	+91-8665765472
Mammography	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	1712	3.7	+91-8665765472
Thyroid Profile	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	632	3.7	+91-8665765472
Ultrasound Abdomen	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	1628	3.7	+91-8665765472
Urine Routine Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	174	3.7	+91-8665765472
Vitamin D Test	WellLife Diagnostics	Hyderabad	Sangareddy District	Sadasivpet	1001	3.7	+91-8665765472
2D Echo	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	2011	4.4	+91-8128443919
Blood Sugar Test	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	212	4.4	+91-8128443919
CBC Test	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	381	4.4	+91-8128443919
COVID-19 RT-PCR	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	692	4.4	+91-8128443919
CT Scan Brain	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	3424	4.4	+91-8128443919
CT Scan Chest	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	3996	4.4	+91-8128443919
Chest X-Ray	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	572	4.4	+91-8128443919
Dengue Test	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	664	4.4	+91-8128443919
ECG	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	472	4.4	+91-8128443919
HbA1c Test	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	404	4.4	+91-8128443919
Kidney Function Test	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	612	4.4	+91-8128443919
Lipid Profile	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	753	4.4	+91-8128443919
Liver Function Test	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	646	4.4	+91-8128443919
MRI Brain	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	5107	4.4	+91-8128443919
MRI Spine	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	6473	4.4	+91-8128443919
Mammography	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	1948	4.4	+91-8128443919
Thyroid Profile	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	591	4.4	+91-8128443919
Ultrasound Abdomen	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	1753	4.4	+91-8128443919
Urine Routine Test	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	220	4.4	+91-8128443919
Vitamin D Test	Apollo Care Center	Hyderabad	Sangareddy District	Sangareddy	983	4.4	+91-8128443919
2D Echo	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	2565	4.1	+91-7432656505
Blood Sugar Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	221	4.1	+91-7432656505
CBC Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	318	4.1	+91-7432656505
COVID-19 RT-PCR	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	753	4.1	+91-7432656505
CT Scan Brain	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	3319	4.1	+91-7432656505
CT Scan Chest	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	4600	4.1	+91-7432656505
Chest X-Ray	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	457	4.1	+91-7432656505
Dengue Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	664	4.1	+91-7432656505
ECG	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	429	4.1	+91-7432656505
HbA1c Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	404	4.1	+91-7432656505
Kidney Function Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	582	4.1	+91-7432656505
Lipid Profile	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	611	4.1	+91-7432656505
Liver Function Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	776	4.1	+91-7432656505
MRI Brain	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	5001	4.1	+91-7432656505
MRI Spine	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	6005	4.1	+91-7432656505
Mammography	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	1860	4.1	+91-7432656505
Thyroid Profile	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	586	4.1	+91-7432656505
Ultrasound Abdomen	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	1923	4.1	+91-7432656505
Urine Routine Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	227	4.1	+91-7432656505
Vitamin D Test	CarePoint Diagnostics	Hyderabad	Sangareddy District	Sangareddy	1056	4.1	+91-7432656505
2D Echo	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	2388	4.9	+91-7320629212
Blood Sugar Test	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	217	4.9	+91-7320629212
CBC Test	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	313	4.9	+91-7320629212
COVID-19 RT-PCR	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	917	4.9	+91-7320629212
CT Scan Brain	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	3980	4.9	+91-7320629212
CT Scan Chest	CityCare Hospital	Hyderabad	Sangareddy District	Sangareddy	5172	4.9	+91-7320629212
